NACA 2414
    1.000000      0.1470000E-02
   0.9798699      0.6096327E-02
   0.9524404      0.1217822E-01
   0.9206560      0.1894057E-01
   0.8867756      0.2580807E-01
   0.8520780      0.3250015E-01
   0.8170462      0.3891830E-01
   0.7818883      0.4502387E-01
   0.7466543      0.5080373E-01
   0.7113836      0.5625132E-01
   0.6761105      0.6135193E-01
   0.6408306      0.6609785E-01
   0.6055466      0.7048278E-01
   0.5703284      0.7448908E-01
   0.5352227      0.7808154E-01
   0.5001928      0.8124183E-01
   0.4652567      0.8395525E-01
   0.4305567      0.8618584E-01
   0.3962983      0.8785731E-01
   0.3625287      0.8887660E-01
   0.3291747      0.8917314E-01
   0.2961717      0.8869666E-01
   0.2635886      0.8741397E-01
   0.2315609      0.8528126E-01
   0.2002500      0.8226137E-01
   0.1700017      0.7834310E-01
   0.1412697      0.7353755E-01
   0.1146900      0.6796580E-01
   0.9113259E-01  0.6190127E-01
   0.7121283E-01  0.5569686E-01
   0.5502093E-01  0.4968395E-01
   0.4213722E-01  0.4403553E-01
   0.3191758E-01  0.3878637E-01
   0.2377383E-01  0.3387461E-01
   0.1723143E-01  0.2923576E-01
   0.1197836E-01  0.2478155E-01
   0.7783194E-02  0.2044171E-01
   0.4521181E-02  0.1617904E-01
   0.2169517E-02  0.1196762E-01
   0.6766465E-03  0.7795889E-02
  -0.2669367E-04  0.3719798E-02
   0.2718153E-04 -0.2557348E-03
   0.8725531E-03 -0.4201352E-02
   0.2540839E-02 -0.8185835E-02
   0.5115545E-02 -0.1216734E-01
   0.8664899E-02 -0.1603597E-01
   0.1320031E-01 -0.1975799E-01
   0.1873981E-01 -0.2335661E-01
   0.2551856E-01 -0.2688448E-01
   0.3387146E-01 -0.3041888E-01
   0.4423656E-01 -0.3397153E-01
   0.5719164E-01 -0.3753340E-01
   0.7351534E-01 -0.4105154E-01
   0.9390220E-01 -0.4439254E-01
   0.1184767     -0.4732166E-01
   0.1466609     -0.4961241E-01
   0.1775080     -0.5115217E-01
   0.2101671     -0.5196146E-01
   0.2440223     -0.5212785E-01
   0.2787077     -0.5174579E-01
   0.3140517     -0.5091812E-01
   0.3498930     -0.4974509E-01
   0.3860585     -0.4830797E-01
   0.4222911     -0.4665383E-01
   0.4584106     -0.4476509E-01
   0.4946266     -0.4261422E-01
   0.5310866     -0.4024328E-01
   0.5677232     -0.3770510E-01
   0.6044470     -0.3503470E-01
   0.6412481     -0.3224429E-01
   0.6781503     -0.2935277E-01
   0.7151328     -0.2638426E-01
   0.7521310     -0.2335591E-01
   0.7891077     -0.2026812E-01
   0.8260753     -0.1712129E-01
   0.8629096     -0.1394072E-01
   0.8992235     -0.1074108E-01
   0.9342136     -0.7586226E-02
   0.9657035     -0.4693914E-02
   0.9911008     -0.2303797E-02
    1.000000     -0.1470000E-02
